Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
2603,Ridge Racer,PS,1994.0,Racing,Sony Computer Entertainment,0.0,0.0,0.8602325267042626,0.22360679774997896,0.8888194417315589
2604,Final Fantasy Tactics A2: Grimoire of the Rift,DS,2007.0,Role-Playing,Square Enix,0.648074069840786,0.17320508075688773,0.5477225575051661,0.2,0.8888194417315589
2605,Harvest Moon: A Wonderful Life,GC,2003.0,Role-Playing,Ubisoft,0.7810249675906654,0.4,0.0,0.1414213562373095,0.8888194417315589
2606,Momotarou Dentetsu 7,PS,1997.0,Simulation,Hudson Entertainment,0.0,0.0,0.8602325267042626,0.22360679774997896,0.8888194417315589
2607,Invizimals,PSP,2009.0,Strategy,Sony Computer Entertainment,0.41231056256176607,0.714142842854285,0.0,0.33166247903553997,0.8888194417315589
2608,Motocross Mania,PS,2001.0,Racing,Take-Two Interactive,0.6633249580710799,0.5477225575051661,0.0,0.22360679774997896,0.8888194417315589
2609,Tiger Woods PGA Tour 10,PS3,2009.0,Sports,Electronic Arts,0.648074069840786,0.5,0.0,0.34641016151377546,0.8888194417315589
2610,Star Wars The Clone Wars: Jedi Alliance,DS,2008.0,Action,LucasArts,0.7874007874011811,0.33166247903553997,0.0,0.2645751311064591,0.8888194417315589
2611,WCW Mayhem,N64,1999.0,Fighting,Electronic Arts,0.7937253933193772,0.3872983346207417,0.0,0.1,0.8888194417315589
2612,Mega Man 5,NES,1992.0,Platform,Capcom,0.6244997998398398,0.2645751311064591,0.565685424949238,0.1,0.8888194417315589
2613,Star Ocean: The Last Hope,X360,2009.0,Role-Playing,Square Enix,0.565685424949238,0.4472135954999579,0.458257569495584,0.2449489742783178,0.8888194417315589
2614,Dance Dance Revolution SuperNOVA 2,PS2,2007.0,Simulation,Konami Digital Entertainment,0.8,0.17320508075688773,0.1414213562373095,0.31622776601683794,0.8888194417315589
2615,Armored Core 2,PS2,2000.0,Simulation,Ubisoft,0.5291502622129182,0.469041575982343,0.47958315233127197,0.2645751311064591,0.8888194417315589
2616,Dragon Quest Monsters 2,3DS,2014.0,Role-Playing,Square Enix,0.0,0.0,0.8888194417315589,0.0,0.8888194417315589
2617,Ghost Squad,Wii,2007.0,Shooter,Sega,0.648074069840786,0.458257569495584,0.282842712474619,0.2645751311064591,0.8888194417315589
2618,Dead Island: Riptide,X360,2013.0,Action,Deep Silver,0.6633249580710799,0.5196152422706632,0.1,0.2645751311064591,0.8888194417315589
2619,Drawn to Life,DS,2007.0,Action,THQ,0.8426149773176358,0.1414213562373095,0.0,0.2449489742783178,0.8888194417315589
2620,Major League Baseball Featuring Ken Griffey Jr,N64,1998.0,Sports,Nintendo,0.8660254037844386,0.17320508075688773,0.0,0.1,0.8888194417315589
2621,FIFA 12,Wii,2011.0,Sports,Electronic Arts,0.4,0.7211102550927979,0.0,0.33166247903553997,0.8888194417315589
2622,Too Human,X360,2008.0,Role-Playing,Microsoft Game Studios,0.6164414002968976,0.5477225575051661,0.17320508075688773,0.282842712474619,0.8888194417315589
2623,Sid Meier's Civilization Revolution,PS3,2008.0,Strategy,Take-Two Interactive,0.7,0.43588989435406733,0.1,0.31622776601683794,0.8888194417315589
2624,NCAA Football 08,PS2,2007.0,Sports,Electronic Arts,0.806225774829855,0.17320508075688773,0.0,0.33166247903553997,0.8888194417315589
2625,FIFA Soccer 2004,XB,2003.0,Sports,Electronic Arts,0.4898979485566356,0.7,0.0,0.22360679774997896,0.8888194417315589
2626,Personal Trainer: Walking,DS,2008.0,Sports,Nintendo,0.469041575982343,0.565685424949238,0.41231056256176607,0.2645751311064591,0.8888194417315589
2627,Naruto Shippuden: Ultimate Ninja Storm 2,X360,2010.0,Fighting,Namco Bandai Games,0.6557438524302001,0.5196152422706632,0.1,0.2645751311064591,0.8888194417315589
2628,PokePark 2: Wonders Beyond,Wii,2011.0,Action,Nintendo,0.5196152422706632,0.4472135954999579,0.5196152422706632,0.22360679774997896,0.8888194417315589
2629,Professor Layton and the Azran Legacy,3DS,2013.0,Puzzle,Nintendo,0.0,0.6928203230275509,0.5,0.2449489742783178,0.8831760866327847
2630,Tom Clancy's Splinter Cell: Double Agent,X360,2006.0,Action,Ubisoft,0.8185352771872451,0.22360679774997896,0.1,0.2449489742783178,0.8831760866327847
2631,Yars' Revenge,2600,1982.0,Shooter,Atari,0.8544003745317531,0.2,0.0,0.1,0.8831760866327847
2632,Lips,X360,2008.0,Misc,Microsoft Game Studios,0.34641016151377546,0.7483314773547883,0.0,0.31622776601683794,0.8831760866327847
2633,Secret Agent Barbie: Royal Jewels Mission,GBA,2002.0,Platform,Vivendi Games,0.7483314773547883,0.458257569495584,0.0,0.1,0.8831760866327847
2634,Metroid Prime Hunters,DS,2006.0,Shooter,Nintendo,0.7615773105863908,0.2,0.33166247903553997,0.2449489742783178,0.8831760866327847
2635,The 7th Guest,PC,1992.0,Adventure,Virgin Interactive,0.1,0.8774964387392122,0.0,0.0,0.8831760866327847
2636,Doom,PS,1994.0,Shooter,Infogrames,0.6557438524302001,0.5477225575051661,0.0,0.22360679774997896,0.8831760866327847
2637,Buzz! The Hollywood Quiz,PS2,2007.0,Misc,Sony Computer Entertainment,0.41231056256176607,0.0,0.0,0.7810249675906654,0.8831760866327847
2638,Puzzler World,DS,2009.0,Puzzle,Ubisoft,0.6403124237432849,0.5477225575051661,0.0,0.2645751311064591,0.8831760866327847
2639,My Little Pony: Pinkie Pie's Party,DS,2008.0,Adventure,THQ,0.848528137423857,0.0,0.0,0.2449489742783178,0.8831760866327847
2640,We Sing,Wii,2009.0,Misc,Nordic Games,0.0,0.8306623862918074,0.0,0.3,0.8831760866327847
2641,Marvel vs. Capcom: Clash of Super Heroes,PS,1999.0,Fighting,Capcom,0.6557438524302001,0.5477225575051661,0.0,0.22360679774997896,0.8831760866327847
2642,God of War Saga,PS3,2012.0,Action,Sony Computer Entertainment,0.848528137423857,0.0,0.0,0.2449489742783178,0.8831760866327847
2643,Battle Stations,PS,1997.0,Strategy,Electronic Arts,0.6557438524302001,0.5385164807134504,0.0,0.22360679774997896,0.8831760866327847
2644,Tetris Party Deluxe,DS,2010.0,Puzzle,Nintendo,0.5385164807134504,0.5477225575051661,0.34641016151377546,0.2645751311064591,0.8831760866327847
2645,Pro Evolution Soccer 2016,PS4,2015.0,Sports,Konami Digital Entertainment,0.36055512754639896,0.648074069840786,0.36055512754639896,0.31622776601683794,0.8831760866327847
2646,Worms: Open Warfare,PSP,2006.0,Strategy,THQ,0.33166247903553997,0.6557438524302001,0.0,0.4898979485566356,0.8831760866327847
2647,Star Wars Battlefront: Elite Squadron,PSP,2009.0,Shooter,LucasArts,0.6164414002968976,0.4898979485566356,0.0,0.4,0.8831760866327847
2648,UFC Personal Trainer: The Ultimate Fitness System,X360,2011.0,Sports,THQ,0.7280109889280518,0.43588989435406733,0.0,0.2449489742783178,0.8831760866327847
2649,Resident Evil: Operation Raccoon City,X360,2012.0,Action,Capcom,0.7416198487095663,0.3872983346207417,0.17320508075688773,0.2449489742783178,0.8831760866327847
2650,NBA 2K7,PS2,2006.0,Sports,Take-Two Interactive,0.806225774829855,0.1414213562373095,0.0,0.33166247903553997,0.8831760866327847
2651,Need for Speed: ProStreet,PSP,2008.0,Racing,Electronic Arts,0.4898979485566356,0.5744562646538028,0.1,0.4472135954999579,0.8831760866327847
2652,Toy Story 3: The Video Game,X360,2010.0,Action,Disney Interactive Studios,0.6403124237432849,0.5385164807134504,0.0,0.2645751311064591,0.8831760866327847
2653,Torneko no Daibouken: Fushigi no Dungeon,SNES,1993.0,Role-Playing,ChunSoft,0.0,0.0,0.8831760866327847,0.0,0.8831760866327847
2654,Jr. Pac-Man,2600,1983.0,Puzzle,Atari,0.848528137423857,0.22360679774997896,0.0,0.1,0.8831760866327847
2655,James Bond 007: Nightfire,GC,2002.0,Shooter,Electronic Arts,0.7745966692414834,0.4,0.0,0.1414213562373095,0.8831760866327847
2656,Banjo-Kazooie: Nuts & Bolts,X360,2008.0,Platform,Microsoft Game Studios,0.565685424949238,0.6,0.0,0.3,0.8831760866327847
2657,NBA ShootOut 98,PS,1998.0,Sports,Sony Computer Entertainment,0.6557438524302001,0.5385164807134504,0.0,0.22360679774997896,0.8831760866327847
2658,Avatar: The Game,X360,2009.0,Action,Ubisoft,0.5830951894845301,0.5916079783099616,0.0,0.282842712474619,0.8831760866327847
2659,Harry Potter and the Half-Blood Prince,Wii,2009.0,Action,Electronic Arts,0.5291502622129182,0.6324555320336759,0.0,0.3,0.8774964387392122
2660,DJ Hero,Wii,2009.0,Misc,Activision,0.6855654600401044,0.47958315233127197,0.0,0.2645751311064591,0.8774964387392122
2661,Perfect Dark Zero,X360,2005.0,Shooter,Microsoft Game Studios,0.812403840463596,0.1414213562373095,0.17320508075688773,0.2449489742783178,0.8774964387392122
2662,Galaxian,2600,1982.0,Shooter,Atari,0.848528137423857,0.22360679774997896,0.0,0.1,0.8774964387392122
2663,Andretti Racing,PS,1996.0,Racing,Electronic Arts,0.6557438524302001,0.5385164807134504,0.0,0.22360679774997896,0.8774964387392122
2664,Caesars Palace 2000: Millennium Gold Edition,PS,2000.0,Misc,Interplay,0.6557438524302001,0.5385164807134504,0.0,0.22360679774997896,0.8774964387392122
2665,Madden NFL 25,XOne,2013.0,Sports,Electronic Arts,0.8185352771872451,0.22360679774997896,0.0,0.22360679774997896,0.8774964387392122
2666,Air Raid,2600,1981.0,Action,Men-A-Vision,0.848528137423857,0.2,0.0,0.1,0.8774964387392122
2667,Need For Speed: Undercover,PSP,2008.0,Racing,Electronic Arts,0.47958315233127197,0.565685424949238,0.17320508075688773,0.43588989435406733,0.8774964387392122
2668,Duke Nukem Forever,PS3,2011.0,Shooter,Take-Two Interactive,0.5744562646538028,0.5567764362830022,0.0,0.34641016151377546,0.8774964387392122
2669,Freedom Wars,PSV,2014.0,Role-Playing,Sony Computer Entertainment,0.469041575982343,0.37416573867739417,0.565685424949238,0.31622776601683794,0.8774964387392122
2670,Marvel Nemesis: Rise of the Imperfects,PS2,2005.0,Fighting,Electronic Arts,0.8,0.1414213562373095,0.0,0.31622776601683794,0.8774964387392122
2671,Boxing,2600,1980.0,Fighting,Activision,0.848528137423857,0.2,0.0,0.1,0.8774964387392122
2672,Need for Speed: Porsche Unleashed,PS,1999.0,Racing,Electronic Arts,0.6557438524302001,0.5385164807134504,0.0,0.22360679774997896,0.8774964387392122
2673,Dragon Ball: Raging Blast,PS3,2009.0,Fighting,Namco Bandai Games,0.6082762530298219,0.43588989435406733,0.33166247903553997,0.31622776601683794,0.8774964387392122
2674,Crystal Castles,2600,1983.0,Action,Atari,0.848528137423857,0.2,0.0,0.1,0.8774964387392122
2675,Conker's Bad Fur Day,N64,2001.0,Platform,THQ,0.7280109889280518,0.469041575982343,0.0,0.1414213562373095,0.8774964387392122
2676,Dragon Warrior I&II,GB,1999.0,Role-Playing,Enix Corporation,0.0,0.0,0.8774964387392122,0.0,0.8774964387392122
2677,Star Wars Episode II: Attack of the Clones,GBA,2002.0,Action,THQ,0.7416198487095663,0.4472135954999579,0.0,0.1,0.8774964387392122
2678,My Baby Girl,DS,2008.0,Simulation,Nobilis,0.7810249675906654,0.31622776601683794,0.0,0.2449489742783178,0.8774964387392122
2679,LEGO Batman 2: DC Super Heroes,DS,2012.0,Action,Warner Bros. Interactive Entertainment,0.6557438524302001,0.5196152422706632,0.0,0.2449489742783178,0.8774964387392122
2680,Twisted Metal: Head On,PSP,2005.0,Action,Sony Computer Entertainment,0.8426149773176358,0.0,0.0,0.2449489742783178,0.8774964387392122
2681,Conflict: Desert Storm II - Back to Bagdhad,PS2,2003.0,Shooter,SCi,0.6164414002968976,0.5385164807134504,0.0,0.31622776601683794,0.8774964387392122
2682,Maximo: Ghosts to Glory,PS2,2001.0,Platform,Capcom,0.6164414002968976,0.5385164807134504,0.0,0.31622776601683794,0.8774964387392122
2683,Pokemon Dash,DS,2004.0,Racing,Nintendo,0.458257569495584,0.37416573867739417,0.6164414002968976,0.2,0.8774964387392122
2684,Donkey Kong Country 3,GBA,2005.0,Platform,Nintendo,0.6708203932499369,0.41231056256176607,0.37416573867739417,0.1,0.8774964387392122
2685,All-Star Baseball 2003,PS2,2002.0,Sports,Acclaim Entertainment,0.6164414002968976,0.5385164807134504,0.0,0.31622776601683794,0.8774964387392122
2686,Unlimited Saga,PS2,2002.0,Role-Playing,Atari,0.31622776601683794,0.282842712474619,0.7483314773547883,0.17320508075688773,0.8774964387392122
2687,Cabela's Deer Hunt: 2004 Season,PS2,2003.0,Sports,Activision Value,0.6082762530298219,0.5385164807134504,0.0,0.31622776601683794,0.8717797887081347
2688,Sonic Unleashed,PS2,2008.0,Platform,Sega,0.6082762530298219,0.2,0.0,0.6,0.8717797887081347
2689,Formula 1,PS,1996.0,Racing,Psygnosis,0.4242640687119285,0.34641016151377546,0.648074069840786,0.22360679774997896,0.8717797887081347
2690,Plants vs. Zombies: Garden Warfare,PS3,2014.0,Shooter,Electronic Arts,0.469041575982343,0.6324555320336759,0.1,0.37416573867739417,0.8717797887081347
2691,Raving Rabbids: Travel in Time,Wii,2010.0,Adventure,Ubisoft,0.469041575982343,0.6855654600401044,0.0,0.282842712474619,0.8717797887081347
2692,The Sims 3,3DS,2011.0,Simulation,Electronic Arts,0.5477225575051661,0.6082762530298219,0.17320508075688773,0.2645751311064591,0.8717797887081347
2693,Driv3r,XB,2004.0,Racing,Atari,0.6,0.6164414002968976,0.0,0.17320508075688773,0.8717797887081347
2694,Mercenaries: Playground of Destruction,PS2,2005.0,Action,LucasArts,0.8,0.1414213562373095,0.0,0.31622776601683794,0.8717797887081347
2695,MTV Celebrity Deathmatch,PS2,2003.0,Fighting,Gotham Games,0.6082762530298219,0.5385164807134504,0.0,0.31622776601683794,0.8717797887081347
2696,Street Fighter Alpha: Warriors' Dreams,PS,1995.0,Fighting,Virgin Interactive,0.41231056256176607,0.33166247903553997,0.6557438524302001,0.22360679774997896,0.8717797887081347
2697,Mortal Kombat,PSV,2012.0,Fighting,Warner Bros. Interactive Entertainment,0.6855654600401044,0.4242640687119285,0.0,0.34641016151377546,0.8717797887081347
2698,ISS Pro Evolution,PS,1998.0,Sports,Konami Digital Entertainment,0.0,0.0,0.8426149773176358,0.22360679774997896,0.8717797887081347
2699,Lost Planet 2,X360,2010.0,Shooter,Capcom,0.6164414002968976,0.4898979485566356,0.282842712474619,0.2449489742783178,0.8717797887081347
2700,SoulCalibur V,PS3,2012.0,Fighting,Namco Bandai Games,0.5916079783099616,0.4898979485566356,0.2645751311064591,0.31622776601683794,0.8717797887081347
2701,Portal 2,PC,2011.0,Shooter,Valve Software,0.5744562646538028,0.565685424949238,0.0,0.33166247903553997,0.8717797887081347
2702,Super Monkey Ball: Touch & Roll,DS,2005.0,Misc,Sega,0.8366600265340756,0.1,0.0,0.2449489742783178,0.8717797887081347
2703,Pro Evolution Soccer 2015,PS4,2014.0,Sports,Konami Digital Entertainment,0.3,0.6557438524302001,0.33166247903553997,0.36055512754639896,0.8717797887081347
2704,Drawn to Life: The Next Chapter,Wii,2009.0,Puzzle,THQ,0.5385164807134504,0.6244997998398398,0.0,0.282842712474619,0.8717797887081347
2705,The Lord of the Rings: Conquest,PS3,2009.0,Action,Electronic Arts,0.6164414002968976,0.5099019513592785,0.0,0.34641016151377546,0.8717797887081347
2706,Final Fantasy II,NES,1988.0,Role-Playing,SquareSoft,0.0,0.0,0.8717797887081347,0.0,0.8717797887081347
2707,Tony Hawk's Pro Skater 2,N64,2001.0,Sports,Activision,0.7681145747868608,0.4,0.0,0.1,0.8717797887081347
2708,Taiko no Tatsujin: Tatakon de Dodon ga Don,PS2,2002.0,Misc,Namco Bandai Games,0.0,0.0,0.8717797887081347,0.0,0.8717797887081347
2709,Mega Man Battle Network 6: Cybeast Falzar / Gregar,GBA,2005.0,Role-Playing,Capcom,0.3,0.17320508075688773,0.7874007874011811,0.1414213562373095,0.8717797887081347
2710,Syphon Filter: The Omega Strain,PS2,2004.0,Shooter,Sony Computer Entertainment,0.6082762530298219,0.5385164807134504,0.0,0.31622776601683794,0.8717797887081347
2711,FIFA Soccer 11,PS2,2010.0,Sports,Electronic Arts,0.33166247903553997,0.5385164807134504,0.0,0.6,0.8717797887081347
2712,Deer Drive,Wii,2009.0,Sports,Big Ben Interactive,0.8185352771872451,0.2,0.0,0.22360679774997896,0.8717797887081347
2713,Kane & Lynch: Dead Men,X360,2007.0,Shooter,Eidos Interactive,0.6,0.5567764362830022,0.1,0.282842712474619,0.8717797887081347
2714,Assassin's Creed: Revelations,PC,2011.0,Action,Ubisoft,0.37416573867739417,0.6928203230275509,0.0,0.37416573867739417,0.8717797887081347
2715,Mortal Kombat: Deception,XB,2004.0,Fighting,Midway Games,0.7810249675906654,0.34641016151377546,0.0,0.17320508075688773,0.8717797887081347
2716,Ace Attorney Investigations: Miles Edgeworth,DS,2009.0,Adventure,Capcom,0.5196152422706632,0.3872983346207417,0.5477225575051661,0.2,0.8717797887081347
2717,That's So Raven,GBA,2004.0,Adventure,Disney Interactive Studios,0.7348469228349535,0.4472135954999579,0.0,0.1,0.8717797887081347
2718,FIFA 15,Wii,2014.0,Sports,Electronic Arts,0.4898979485566356,0.6782329983125268,0.0,0.2449489742783178,0.8717797887081347
2719,Marvel vs. Capcom 2: New Age of Heroes,PS2,2002.0,Fighting,Capcom,0.5567764362830022,0.4898979485566356,0.36055512754639896,0.282842712474619,0.8717797887081347
2720,Need for Speed: Shift,PSP,2009.0,Racing,Electronic Arts,0.4,0.6164414002968976,0.1,0.458257569495584,0.8717797887081347
2721,Kane & Lynch: Dead Men,PS3,2007.0,Shooter,Eidos Interactive,0.5385164807134504,0.565685424949238,0.1,0.36055512754639896,0.8717797887081347
2722,Dark Souls II,X360,2014.0,Role-Playing,Namco Bandai Games,0.6928203230275509,0.4472135954999579,0.1,0.2449489742783178,0.8717797887081347
2723,True Crime: New York City,PS2,2005.0,Action,Activision,0.7549834435270749,0.1414213562373095,0.2645751311064591,0.3,0.8717797887081347
2724,Legends of Wrestling,PS2,2001.0,Fighting,Acclaim Entertainment,0.6082762530298219,0.5385164807134504,0.0,0.31622776601683794,0.8717797887081347
2725,Rockstar Games presents Table Tennis,X360,2006.0,Sports,Take-Two Interactive,0.5291502622129182,0.6244997998398398,0.0,0.3,0.8717797887081347
2726,Monopoly Streets,Wii,2010.0,Misc,Electronic Arts,0.4898979485566356,0.6633249580710799,0.0,0.282842712474619,0.8717797887081347
2727,Genji: Days of the Blade,PS3,2006.0,Action,Sony Computer Entertainment,0.4242640687119285,0.6164414002968976,0.2449489742783178,0.37416573867739417,0.8717797887081347
2728,Harvest Moon: Animal Parade,Wii,2008.0,Simulation,Rising Star Games,0.7745966692414834,0.3,0.1414213562373095,0.22360679774997896,0.8717797887081347
2729,Final Fantasy Legend III,GB,1991.0,Role-Playing,SquareSoft,0.0,0.0,0.8717797887081347,0.0,0.8717797887081347
2730,Total War: Rome II,PC,2013.0,Strategy,Sega,0.34641016151377546,0.7280109889280518,0.0,0.33166247903553997,0.8717797887081347
2731,Rare Replay,XOne,2015.0,Misc,Microsoft Game Studios,0.6855654600401044,0.458257569495584,0.1,0.2645751311064591,0.8660254037844386
2732,Spectrobes,DS,2007.0,Role-Playing,Disney Interactive Studios,0.8185352771872451,0.17320508075688773,0.0,0.2449489742783178,0.8660254037844386
2733,Wall-E,PS2,2008.0,Platform,THQ,0.458257569495584,0.0,0.0,0.7348469228349535,0.8660254037844386
2734,WWE SmackDown vs. Raw 2009,PSP,2008.0,Fighting,THQ,0.6403124237432849,0.458257569495584,0.0,0.37416573867739417,0.8660254037844386
2735,Band Hero,PS3,2009.0,Misc,Activision,0.6403124237432849,0.4898979485566356,0.0,0.33166247903553997,0.8660254037844386
2736,Mega Man X5,PS,2000.0,Platform,Capcom,0.5477225575051661,0.458257569495584,0.4472135954999579,0.22360679774997896,0.8660254037844386
2737,Tearaway,PSV,2013.0,Adventure,Sony Computer Entertainment Europe,0.41231056256176607,0.6244997998398398,0.0,0.43588989435406733,0.8660254037844386
2738,DJ Hero 2,PS3,2010.0,Misc,Activision,0.6855654600401044,0.43588989435406733,0.0,0.3,0.8660254037844386
2739,The Godfather II,PS3,2009.0,Action,Electronic Arts,0.6403124237432849,0.469041575982343,0.1,0.33166247903553997,0.8660254037844386
2740,WWE SmackDown vs. Raw 2010,Wii,2009.0,Fighting,THQ,0.714142842854285,0.41231056256176607,0.0,0.2645751311064591,0.8660254037844386
2741,Turok,X360,2008.0,Action,Touchstone,0.6782329983125268,0.458257569495584,0.1,0.2645751311064591,0.8660254037844386
2742,[Prototype 2],PS3,2012.0,Action,Activision,0.6,0.5291502622129182,0.0,0.33166247903553997,0.8660254037844386
2743,Shark Tale,PS2,2004.0,Action,Activision,0.6082762530298219,0.5385164807134504,0.0,0.31622776601683794,0.8660254037844386
2744,San Francisco Rush: Extreme Racing,N64,1997.0,Racing,GT Interactive,0.7937253933193772,0.33166247903553997,0.0,0.1,0.8660254037844386
2745,The Amazing Spider-Man (Console Version),X360,2012.0,Action,Activision,0.6557438524302001,0.5099019513592785,0.0,0.2449489742783178,0.8660254037844386
2746,Zone of the Enders,PS2,2001.0,Shooter,Konami Digital Entertainment,0.5477225575051661,0.4898979485566356,0.36055512754639896,0.282842712474619,0.8660254037844386
2747,Red Faction: Guerrilla,PS3,2009.0,Shooter,THQ,0.5744562646538028,0.5291502622129182,0.1414213562373095,0.34641016151377546,0.8660254037844386
2748,Street Fighter EX Plus Alpha,PS,1997.0,Fighting,Virgin Interactive,0.5291502622129182,0.43588989435406733,0.47958315233127197,0.22360679774997896,0.8660254037844386
2749,Madden NFL 06,PSP,2005.0,Sports,Electronic Arts,0.8306623862918074,0.0,0.0,0.2449489742783178,0.8660254037844386
2750,Coded Arms,PSP,2005.0,Shooter,Konami Digital Entertainment,0.5291502622129182,0.5385164807134504,0.0,0.4242640687119285,0.8660254037844386
2751,Tony Hawk's Underground 2,XB,2004.0,Sports,Activision,0.6928203230275509,0.4898979485566356,0.0,0.17320508075688773,0.8660254037844386
2752,Tales of Vesperia,X360,2008.0,Role-Playing,Atari,0.565685424949238,0.4242640687119285,0.43588989435406733,0.22360679774997896,0.8660254037844386
2753,X-Men Origins: Wolverine - Uncaged Edition,PS3,2009.0,Action,Activision,0.5567764362830022,0.565685424949238,0.0,0.36055512754639896,0.8660254037844386
2754,Madagascar: Escape 2 Africa,DS,2008.0,Action,Activision,0.648074069840786,0.5099019513592785,0.0,0.2645751311064591,0.8660254037844386
2755,Split/Second,PS3,2010.0,Racing,Disney Interactive Studios,0.5567764362830022,0.5567764362830022,0.1,0.34641016151377546,0.8660254037844386
2756,Capcom vs. SNK 2: Mark of the Millennium 2001,PS2,2001.0,Fighting,Capcom,0.469041575982343,0.41231056256176607,0.5477225575051661,0.2449489742783178,0.8660254037844386
2757,MVP 06 NCAA Baseball,PS2,2006.0,Sports,Electronic Arts,0.7874007874011811,0.1414213562373095,0.0,0.31622776601683794,0.8660254037844386
2758,Just Dance 2015,WiiU,2014.0,Misc,Ubisoft,0.6324555320336759,0.5291502622129182,0.0,0.2645751311064591,0.8660254037844386
2759,Borderlands: The Pre-Sequel,X360,2014.0,Shooter,Take-Two Interactive,0.6782329983125268,0.469041575982343,0.1,0.2449489742783178,0.8660254037844386
2760,LittleBigPlanet 3,PS3,2014.0,Platform,Sony Computer Entertainment,0.4472135954999579,0.6557438524302001,0.1,0.33166247903553997,0.8660254037844386
2761,Marvel: Ultimate Alliance 2,PS3,2009.0,Role-Playing,Activision,0.7,0.4,0.0,0.3,0.8660254037844386
2762,Sega Superstars Tennis,DS,2008.0,Sports,Sega,0.5385164807134504,0.6082762530298219,0.0,0.282842712474619,0.8660254037844386
2763,The Walking Dead: Season One,X360,2012.0,Adventure,Avanquest Software,0.7416198487095663,0.37416573867739417,0.0,0.22360679774997896,0.8660254037844386
2764,Ace Combat: Assault Horizon,PS3,2011.0,Action,Namco Bandai Games,0.5477225575051661,0.4,0.469041575982343,0.2645751311064591,0.8602325267042626
2765,Jump Ultimate Stars,DS,2006.0,Fighting,Nintendo,0.0,0.0,0.8602325267042626,0.0,0.8602325267042626
2766,Jampack Summer 2001,PS2,2001.0,Misc,Sony Computer Entertainment,0.6,0.5291502622129182,0.0,0.31622776601683794,0.8602325267042626
2767,Resonance of Fate,PS3,2010.0,Role-Playing,Sega,0.4472135954999579,0.469041575982343,0.4898979485566356,0.3,0.8602325267042626
2768,Burnout,PS2,2001.0,Racing,Acclaim Entertainment,0.6,0.5291502622129182,0.0,0.31622776601683794,0.8602325267042626
2769,Tom Clancy's Rainbow Six: Vegas,PSP,2007.0,Shooter,Ubisoft,0.648074069840786,0.43588989435406733,0.0,0.37416573867739417,0.8602325267042626
2770,Final Fantasy XIII-2,X360,2011.0,Role-Playing,Square Enix,0.6,0.5477225575051661,0.1414213562373095,0.2449489742783178,0.8602325267042626
2771,LEGO Batman 2: DC Super Heroes,3DS,2012.0,Action,Warner Bros. Interactive Entertainment,0.6403124237432849,0.5196152422706632,0.0,0.2449489742783178,0.8602325267042626
2772,Mortal Kombat: Unchained,PSP,2006.0,Fighting,Midway Games,0.8185352771872451,0.1,0.0,0.2449489742783178,0.8602325267042626
2773,Mario & Luigi: Paper Jam,3DS,2015.0,Role-Playing,Nintendo,0.4,0.5477225575051661,0.5,0.2,0.8602325267042626
2774,Yu-Gi-Oh! Dungeon Dice Monsters,GBA,2001.0,Misc,Konami Digital Entertainment,0.648074069840786,0.4,0.3872983346207417,0.1,0.8602325267042626
2775,Brink,PS3,2011.0,Shooter,Bethesda Softworks,0.5385164807134504,0.565685424949238,0.1,0.34641016151377546,0.8602325267042626
2776,LEGO Marvel Super Heroes,WiiU,2013.0,Action,Warner Bros. Interactive Entertainment,0.5567764362830022,0.5916079783099616,0.1414213562373095,0.2449489742783178,0.8602325267042626
2777,Blur,PS3,2010.0,Racing,Activision,0.469041575982343,0.6082762530298219,0.1414213562373095,0.36055512754639896,0.8602325267042626
2779,Namco Museum Remix,Wii,2007.0,Misc,Atari,0.8246211251235321,0.0,0.0,0.22360679774997896,0.8602325267042626
2780,Midnight Club 3: DUB Edition,XB,2005.0,Racing,Take-Two Interactive,0.7810249675906654,0.31622776601683794,0.0,0.17320508075688773,0.8602325267042626
2781,Crysis 2,PC,2011.0,Action,Electronic Arts,0.4,0.6708203932499369,0.0,0.36055512754639896,0.8602325267042626
2782,The Lord of the Rings: The Two Towers,GBA,2002.0,Action,Electronic Arts,0.7280109889280518,0.4472135954999579,0.0,0.1,0.8602325267042626
2783,Tiger Woods PGA Tour 2001,PS2,2001.0,Sports,Electronic Arts,0.6,0.5291502622129182,0.0,0.3,0.8602325267042626
2784,Indiana Jones and the Staff of Kings,Wii,2009.0,Action,Activision,0.6,0.5477225575051661,0.0,0.282842712474619,0.8602325267042626
2785,Jet Moto 3,PS,1999.0,Racing,Sony Computer Entertainment,0.6403124237432849,0.5291502622129182,0.0,0.22360679774997896,0.8602325267042626
2786,Naruto Shippuden: Ultimate Ninja Storm Generations,PS3,2012.0,Fighting,Namco Bandai Games,0.5196152422706632,0.5,0.37416573867739417,0.282842712474619,0.8602325267042626
2787,Unreal Championship,XB,2002.0,Shooter,Atari,0.7681145747868608,0.34641016151377546,0.0,0.17320508075688773,0.8602325267042626
2789,Pirates of the Caribbean: At World's End,PS3,2007.0,Action,Disney Interactive Studios,0.41231056256176607,0.6403124237432849,0.0,0.3872983346207417,0.8602325267042626
2790,Tiger Woods PGA Tour 08,PS3,2007.0,Sports,Electronic Arts,0.469041575982343,0.6164414002968976,0.0,0.37416573867739417,0.8602325267042626
